company,date,rating,pros,cons,type,id,year,date2
Alzheimer's Society,"Jan 27, 2017",4,"I really like that the employees get to see and hear Jeremy regularly via online briefings etc and although not met him he really seems like a good guy who believes in his work and his team.  
There are a lot of training opportunities either in person or elearning. 
An amazing cause that everybody seems genuinely passionate to all be working towards. 
Benefits for a charity are very good compared to some such as pension...",Salary could be higher to reflect the responsibility of the role and how diverse the workload is.  I have given it 4 stars based on this and the fact that I have still a lot to learn about the society in general which I am really looking forward to doing.  Hoping for a long and happy career with the Society.,Charities,230,2017,2017-01-27
Alzheimer's Society,"Feb 17, 2017",1,Supporting people affected by dementia and being able to make a difference,Inflexible career opportunities - no internal promotion system . Bureaucratic. Poor pay and rewards.,Charities,231,2017,2017-02-17
Alzheimer's Society,"Feb 21, 2017",1,Nothing apart from it being a good cause,"Where to begin... 
Salary is terrible, bullying wildly reported, opportunities not encouraged / non existent, terrible management, high staff turnover making it hard to form working relationships. 
Worst HR I have ever had the misfortune to encounter in all of my working career. Also funny how following a bad and true review, these magically excellent reviews appear...... Stay away unless you have hard skin and are...",Charities,232,2017,2017-02-21
Alzheimer's Society,"Feb 25, 2017",4,"The people - very friendly and welcoming. The passion and dedication to the cause. Genuine desire to communicate and engage with volunteers and employees. Home working is supported and employees are trusted to do this. Very social. Please note, I was based at Head Office. Good informal development opportunities.","Flexible working for people with family responsibilities is not supported, at least in my directorate. Workload expectations are often unrealistic. Very bureaucratic. Lack of progress opportunities. Change is poorly managed.",Charities,233,2017,2017-02-25
Alzheimer's Society,"Mar 14, 2017",4,"Relaxed environment.
Nice people.
Easy going.
Regular working from home.
Flexible.","Lack of management.
Things don't get done.
Building maintenance needs improving.",Charities,234,2017,2017-03-14
Alzheimer's Society,"Mar 27, 2017",3,"aspirational mission and values
committed and passionate workforce
staff have genuine desire to make a difference","constant change 
too many bean counters and too much focus on process
disappointing remuneration for frontline operational staff",Charities,235,2017,2017-03-27
Alzheimer's Society,"Mar 30, 2017",1,"Passionate employees
Diverse workload
Great networking opportunities","Services are cut regularly leaving those directly affected by dementia with no where to go
Money is frittered away on pointless and frequent travel by employees to meetings which could easily be dialled in for 
Poor management
HR is shocking and useless
Payroll often mess up and defensive
Those prepared to brag will get far
Those who are actually great at their jobs tend to fall beneath the radar
Internal promotional...",Charities,236,2017,2017-03-30
Alzheimer's Society,"May 31, 2017",2,"Lots of people (both staff and volunteers) passionate about the cause and genuinely wanting to make a difference.

Salary for most roles is competitive.

Flexible working is encouraged.","Trying to do too much. Unrealistic about what can be achieved and resource doesn't seem to be taken into account when planning.

Not joined up - teams work in silos without communicating what they are working on with other teams. Unclear who is responsible for different areas of work and can take a lot of time to get things signed off.

Some senior managers seem to have a personal agenda and are unwilling to listen...",Charities,237,2017,2017-05-31
Alzheimer's Society,"Jul 9, 2017",3,"I've worked for the Society for nearly three years now, and have gained a wealth of experience and skills which I don't feel I would have gotten elsewhere. The people here are  committed to achieving the goal of a world without dementia.  The work is",Lack of management. Too many meetings that accomplish nothing and waste time.,Charities,238,2017,2017-07-09
Alzheimer's Society,"Jul 14, 2017",5,Great cause to be a part of,Burnout affects employees due to industry,Charities,239,2017,2017-07-14
Alzheimer's Society,"Aug 15, 2017",1,Some colleagues were very helpful,Poor management.  The person I had been working for had recruited for the position 8 times in 7 years which I was not aware of until I started in the job.  At first all was going well (although on my first day in the job she did not come into the office and I was inducted by another admin person - badly) Then after a couple of months I started to be treated less well.  No guidance on some of the things I should have been...,Charities,240,2017,2017-08-15
Alzheimer's Society,"Aug 18, 2017",5,Great colleagues and very supportive management.,Quite bureaucratic although this is may be reflective of the sector.,Charities,241,2017,2017-08-18
Alzheimer's Society,"Aug 18, 2017",4,"Dedicated and passionate staff. 
Flexible working - manage own hours, work from home when necessary.
Managers understand balance of work & home life - eg working around school runs and sick children.
Toil given for overtime.
Excellent, high standard of training and plenty of opportunity for training and development.
Society promotes career progression among staff.
Pension and health benefits.","Managers are low paid therefore poor or inexperienced managers are a problem.  Good managers leave for higher paid jobs.
Pay lower than other positions in similar charities (eg Marie Curie).
Lack of understanding & support from managers due to them often being based in different locations to staff.
Some of the office bases are in very poor conditions whilst others are much nicer.
Staff expected to achieve the impossible...",Charities,242,2017,2017-08-18
Alzheimer's Society,"Sep 5, 2017",5,"supportive, helpful team and manager","short term contracts, sometimes extended but too late (already got another job), lots of part time (yes good) jobs but poorly paid (can't manage on salary), irony that well paid jobs aren't offered as job share/ part time, losing good staff constantly because of pay/short contracts, have subsequently heard that 2 others from team have left and they have a new manager who is struggling - years of really good work about...",Charities,243,2017,2017-09-05
Alzheimer's Society,"Nov 3, 2017",5,Colleagues are great and they have a vision and strive to get there.,Expectations are often OTT and often not achievable in their timelines.,Charities,244,2017,2017-11-03
Alzheimer's Society,"Nov 10, 2017",1,The front line staff are fantastic with a real passion for the cause.,"HR support is inconsistent and a total lack of equity across the organisation's directorates in terms of following policy. Policies are not fit for purpose and too open for interpretation 

Senior leadership team are disengaged from frontline and making huge decision without really engagement with frontline staff and most importantly service users. Constant feedback from employment surveys show that people are unhappy...",Charities,245,2017,2017-11-10
Alzheimer's Society,"Nov 26, 2017",3,Emotionally rewarding work overall and lovely people. Good training offered.,HR are only interested in saving money and do not value individual employees. Low staff morale resulting in high turnover of staff.,Charities,246,2017,2017-11-26
